question,answer,category
the yard,la cour OR la pelouse (the grassy part of a garden),vocabulary
the mailbox,la boîte aux lettres,vocabulary
the address of the building/house,le numéro de la maison,vocabulary
the harbor + the door,le port + la porte; la porte-fenêtre = the french door (with glass panes),vocabulary
the doorbell,la sonnette (de porte),vocabulary
the door handle,la poignée,vocabulary
the entrance,l'entrée,vocabulary
the hallway / corridor,le couloir ('cool-war'),vocabulary
the furniture + the furnishings (broader category),les muebles + les furniture/les rangement; les meubles is the more common word.,vocabulary
the ceiling,le plafond,vocabulary
the floor,le sol / le plancher,vocabulary
a wooden floor + a tiled floor,un parquet + un sol carrelé; The literal translation of tiles is: les tuiles.; le parquet can also be used to mean the jurisdiction of a court of law (the justice system).,vocabulary
the ground + on the ground,la terre + par terre,vocabulary
on the ground / on the floor (like a mat),par terre OR au sol,vocabulary
on the wall,SUR le mur OR au mur,vocabulary
The walls are painted.,Les murs sont peints.,vocabulary
the bed,le lit; un lit simple = single bed; un lit double = double bed; un gran lit = a large bed for two people,vocabulary
the bunk bed,un lit superposé,vocabulary
the headboard,la tête de lit,vocabulary
the box spring / base of the bed,le sommier,vocabulary
the matress,le matelas ('mah-tla'),vocabulary
the sheet,le drap / drap plat (flat) drap house (fitted); NB: Remember that the P at the end is silent ('drah'),vocabulary
the comforter / duvée,la couette ('qweht') - the pronunciation is one syllable and very quick,vocabulary
the bedspread,la couverture; Think of the verb COUVRIR (to cover).; la première/quatrième couverture = the front/back cover (They call it the 4th cover because that is the fourth side of a book if it did not have any pages.,vocabulary
the pillow,l'oreiller (lor-ee-yay),vocabulary
the pillowcase,le taie d'oreiller,vocabulary
an alarm + an alarm clock,une alarme + un réveil,vocabulary
the nightstand,la table de nuit / de chevet,vocabulary
the dresser (of drawers),la commode,vocabulary
the drawer / drawers,le tiroir / les tiroirs,vocabulary
the chest (a piece of furniture),the coffre,vocabulary
the closet,le dressing / la placard; Use this for a small room with a door that holds clothing.; This is not a separate piece of furniture.,vocabulary
a locker (at a museum) + a coat check (at a club),un casier + un vestiaire,vocabulary
the cupboard/cabinet (like in a kitchen),le placard; Perhaps the same word for closet because it is a built-in feature instead of a free-standing piece of furniture (like an armoire),vocabulary
idiomatic way to say that something is hidden away or put away (serupticiously),au placard (literally: in the closet); This phrase is not used as commonly in french as it is in english. It is possible to say 'sortir la placard' when someone is homosexual and reveals this fact. But it is not used commonly.,conversation
gender-neutral,Two options with different meanings: 1) unisex is an established term that means both sexes can use it (e.g. bathrooms) 2) dé-genrés is a very new term which describes an effort to remove gender norms (e.g. from commercials and toys). Some consider this term to be controversial.,conversation
neutral,neutre,vocabulary
the built-in storage (in a room of a house),le mur de rangement; un bureau intégré le mur = a desk built into the wall,vocabulary
an armoire / the armoire,une armoire / l'armoire = a separate piece of tall furniture that holds clothing (like a wardrobe).; This is not used for a closet or space.; un garde-robe is another word for wardrobe.,vocabulary
buffet (in dining room) + tall cabinet to keep dishes and silverware in dining room,un buffet + un buffet vaisselier,vocabulary
the hanger,le cintre ('sont') / le porte-manteau (coat hanger),vocabulary
a mirror,le miroir / la glace,vocabulary
a floor mirror,le mirour á pied / grand miroir sur pied,vocabulary
the desk,le pupitre (poo-peet) OR le bureau; le bureau primarily means office but can be used for desk,vocabulary
the light + the lamp + the chandelier,la lumière + la lampe ('lom') + le lustre ('loostr'); un luminaire = a thing that produces light,vocabulary
the natural light,la lumière naturelle; We do not see daylight. =  On ne voit pas le jour. (In this case we do not use the word for light.),vocabulary
a lightbulb + an LED,une ampoule + LED (pronounced 'led' - NOT as an acronym),vocabulary
the flashlight,la lampe-torche ('lom-ptosh'; very quick two syllables),vocabulary
a traffic light,un feu de circulation; Conversationally: le feu rouge/orange/vert,vocabulary
a round-about + a transportation hub,un rond-point (dash is optional) + une plaque tournante,vocabulary
the fan,le ventilateur,vocabulary
the rug, le tapis; le tapis de bain = bathmat; le tapis rouge = the red carpet (same meaning as in english); NB: Use the verbs ployer and déployer to describe rolling up and unrolling a carpet.,vocabulary
the tapestry,la tapisserie; NB: faire tapisserie is slang for 'to be a wallflower' (like at a party),vocabulary
the carpeting,de la moquette = carpeting/rug that covers the entire floor or a very large rug,vocabulary
the table,la table,vocabulary
the coffee table,la table basse ou la table de salon,vocabulary
the side table + the end table,la table d'appoint ('duh-pwa') + la table de chevet,vocabulary
the chair + the deck chair (like on a beach),la chaise ('shez') + la chaise longue,vocabulary
a hammock,un hamac,vocabulary
the armchair,le fauteuil (foot-oy),vocabulary
a seat + a stool,un assis + un tabouret; Alternative: le siège = the seat (like at a theatre) or the location of a domicile or institution,vocabulary
the sofa / couch,le canapé / le divan / le sofa; These words generally mean the same thing.,vocabulary
the sofabed (fold up), le canapé lit / le canapé clic-clac,vocabulary
the cushions,les coussins (ku-son),vocabulary
the ottoman,le pouf,vocabulary
on wheels,à roulettes; like the game at a casino,vocabulary
a shelf,a shelf = une étagère; NB: This is very close to the word for the floor of a building: un étage. But the word for the stairs is totally different: un escalier (always singular),vocabulary
on the shelves,DANS les étagères (le-ze-ta-ger); Use DANS instead of SUR.,vocabulary
I put more shelves in the armoire.,J'ai mis plus d'étagères dans l'armoire.,vocabulary
a vase,un vase,vocabulary
a fountain,une fontaine ('fon-tane'); Make sure you pronounce it with the hard A at the end. Otherwise it sounds like the word for phantom: le fantôme ('fan-tome'),vocabulary
a bench,un banc,vocabulary
a basket,un panier,vocabulary
a seed + an acorn,une graine + un gland,vocabulary
corn,le maïs,vocabulary
the grass,l'herbe,vocabulary
a plant + a flower,une plante + une fluer,vocabulary
a root,la racine; This can also be used to express your family / 'your roots' = des racines,vocabulary
a tree + a palm tree,un arbre + un palmier; to cut down trees = abattre des arbes / la déforestation,vocabulary
a christmas tree + a lemon tree,un sapin / un arbre de Noël + un citronnier ('see-trohn-yay'; the -ier ending makes a Y sound),vocabulary
I am looking at the trees.,Je vois l'arbre. Use the singular form of the noun.; The plural form of trees is generally not used unless you literally mean a small group of specific trees.,vocabulary
to tear something off or out (like weeds from a garden),arracher,vocabulary
to decontruct / to take apart,décortiquer; The original use of this verb means to tear apart prawns before eating.,verbs
a statue,une statue ('stah-choo'),vocabulary
a candle,une bougie; un cierge (bèni) = a religious (blessed) candle used in the church; bénir = to bless,vocabulary
a cotton swap + a safety pin,un coton-tige + une épingle à nourrice,vocabulary
a physical sign (like street sign),une pancarte OR un panneau; BUT un panneau is not used by itself. e.g. un panneau de circulation = a traffic sign; e.g. des panneaux de signalisation = means signage in a shop,vocabulary
a metaphorical sign (like a signal of something to come),un signe; Use une pancarte or un panneau for physical signs.,vocabulary
a symbol,un symbole,vocabulary
a poster,une affiche (or un poster) is used for a cheap poster or an advertisement for an event; un cadre is better and used for something more formal but not necessarily a piece of art,vocabulary
to draw + to paint,dessiner + peinturer,verbs
to manufacture + to make it by hand + custom-made,fabriquer + faire à la main + sur-mesure; e.g. un usine fabrique quelque chose = a factory makes/manufactures something,verbs
a work (of art) / an artistic product + a home-made product,un oeuvre (d'art) + un produit fait maison; fiat maison = home made,vocabulary
a frame,un cadre; un cadre is also used for a nice print - something more formal than a concert poster but not necessarily a piece of art,vocabulary
a photograph + a selfie,une photo (feminine!) + un selfie; Do not use 'photographe' - that means photographer.,vocabulary
a picture (in a book),une image,vocabulary
a drawing,une illustration OR un dessin; un tableau could also be used if the drawing is mounted - like a work of art,vocabulary
a painting,une peinture (a formal piece of art) OR un tableau (masculine) - these really are two words that you can use for something like Mona Lisa; Often used alternative: la toile = the canvas / the cloth,vocabulary
a collage + graffiti,un collage + un graffiti,vocabulary
